,Date,Open,High,Low,Close,Adj Close,Volume,Symbol,Rolling,Macd,Fibonacci,Pivot,RSI,Signal Count
9009,2023-10-10,3.25,3.424999952316284,3.240000009536743,3.2699999809265137,3.2699999809265137,727700,IREN,1,0,0,0,1,2
9010,2023-10-11,3.490000009536743,3.670000076293945,3.2049999237060547,3.220000028610229,3.220000028610229,1480300,IREN,1,0,0,0,1,2
9011,2023-10-12,3.200000047683716,3.25,3.039999961853028,3.0999999046325684,3.0999999046325684,1418100,IREN,1,0,0,0,1,2
9012,2023-10-13,3.150000095367432,3.190000057220459,2.984999895095825,3.039999961853028,3.039999961853028,1035500,IREN,1,0,0,0,1,2
9015,2023-10-18,3.430000066757202,3.490000009536743,3.1449999809265137,3.180000066757202,3.180000066757202,1256500,IREN,1,0,0,0,1,2
9016,2023-10-19,3.200000047683716,3.2799999713897705,3.0899999141693115,3.0999999046325684,3.0999999046325684,1158100,IREN,1,0,0,0,1,2
9017,2023-10-20,3.299999952316284,3.3499999046325684,3.0799999237060547,3.140000104904175,3.140000104904175,2293300,IREN,1,0,0,0,1,2
25171,2023-12-19,0.800000011920929,0.8799999952316284,0.800000011920929,0.8799999952316284,0.8799999952316284,22700,TLSIW,0,1,0,1,0,2
25172,2023-12-20,0.828000009059906,0.9300000071525574,0.8199999928474426,0.8999999761581421,0.8999999761581421,69100,TLSIW,0,1,0,1,0,2
25203,2023-10-06,0.8700000047683716,0.8799999952316284,0.8199999928474426,0.8799999952316284,0.8799999952316284,95700,CGEN,1,0,0,0,1,2
25182,2024-01-05,1.0,1.0,1.0,1.0,1.0,0,TLSIW,0,1,0,0,1,2
25183,2024-01-08,1.149999976158142,1.1699999570846558,0.8600000143051147,1.0800000429153442,1.0800000429153442,11900,TLSIW,0,1,0,1,0,2
25176,2023-12-27,0.8999999761581421,0.9900000095367432,0.8899999856948853,0.9900000095367432,0.9900000095367432,21200,TLSIW,0,1,0,1,0,2
19204,2024-01-03,15.779999732971191,16.760000228881836,14.5600004196167,15.239999771118164,15.239999771118164,194400,SSNT,0,1,0,0,1,2
19205,2024-01-04,14.640000343322754,19.59000015258789,14.5600004196167,18.5,18.5,454500,SSNT,0,1,0,1,0,2
25218,2023-10-27,0.6600000262260437,0.699999988079071,0.6600000262260437,0.6800000071525574,0.6800000071525574,269500,CGEN,1,0,0,0,1,2
25219,2023-10-30,0.699999988079071,0.7099999785423279,0.6800000071525574,0.6899999976158142,0.6899999976158142,92100,CGEN,1,0,0,0,1,2
2338,2023-10-09,0.3499000072479248,0.3499999940395355,0.3499000072479248,0.3499999940395355,0.3499999940395355,26346,OLVI,0,0,0,1,1,2
2310,2023-12-27,1.0720000267028809,1.090000033378601,1.0399999618530271,1.090000033378601,1.090000033378601,14050,LINRF,0,1,0,0,1,2
2311,2023-12-28,1.0299999713897705,1.100000023841858,1.0299999713897705,1.0499999523162842,1.0499999523162842,5038,LINRF,0,1,0,0,1,2
2312,2023-12-29,1.149999976158142,1.2350000143051147,1.1200000047683716,1.1200000047683716,1.1200000047683716,11914,LINRF,0,1,0,0,1,2
2313,2024-01-02,1.2000000476837158,1.2000000476837158,1.100000023841858,1.100000023841858,1.100000023841858,11049,LINRF,0,1,0,0,1,2
2314,2024-01-03,1.0850000381469729,1.0850000381469729,1.0850000381469729,1.0850000381469729,1.0850000381469729,18651,LINRF,0,1,0,0,1,2
25207,2023-10-12,0.8100000023841858,0.8199999928474426,0.7799999713897705,0.800000011920929,0.800000011920929,136700,CGEN,1,0,0,0,1,2
25209,2023-10-16,0.8299999833106995,0.8500000238418579,0.800000011920929,0.8100000023841858,0.8100000023841858,78900,CGEN,1,0,0,0,1,2
25211,2023-10-18,0.8399999737739563,0.8399999737739563,0.7599999904632568,0.7799999713897705,0.7799999713897705,107300,CGEN,1,0,0,0,1,2
25212,2023-10-19,0.7799999713897705,0.7799999713897705,0.7200000286102295,0.7400000095367432,0.7400000095367432,167500,CGEN,1,0,0,0,1,2
25213,2023-10-20,0.75,0.7599999904632568,0.699999988079071,0.7200000286102295,0.7200000286102295,131400,CGEN,1,0,0,0,1,2
2317,2024-01-08,1.090000033378601,1.090000033378601,1.0299999713897705,1.0440000295639038,1.0440000295639038,3957,LINRF,0,1,0,0,1,2
25216,2023-10-25,0.7300000190734863,0.75,0.7200000286102295,0.7300000190734863,0.7300000190734863,52000,CGEN,1,0,0,0,1,2
25217,2023-10-26,0.699999988079071,0.7300000190734863,0.6899999976158142,0.7099999785423279,0.7099999785423279,117100,CGEN,1,0,0,0,1,2
19144,2023-10-06,3.380000114440918,3.400000095367432,3.380000114440918,3.400000095367432,3.400000095367432,4000,SSNT,0,0,0,1,1,2
19158,2023-10-26,3.2100000381469727,3.2100000381469727,3.150000095367432,3.150000095367432,3.150000095367432,4000,SSNT,1,0,0,0,1,2
19159,2023-10-27,3.190000057220459,3.190000057220459,3.119999885559082,3.140000104904175,3.140000104904175,9200,SSNT,1,0,0,0,1,2
19161,2023-10-31,3.130000114440918,3.1600000858306885,3.130000114440918,3.140000104904175,3.140000104904175,5400,SSNT,1,0,0,0,1,2
19162,2023-11-01,3.150000095367432,3.150000095367432,3.109999895095825,3.119999885559082,3.119999885559082,14600,SSNT,1,0,0,0,1,2
19170,2023-11-13,3.7799999713897705,3.7799999713897705,3.4600000381469727,3.569999933242798,3.569999933242798,4100,SSNT,0,1,0,0,1,2
19171,2023-11-14,3.450000047683716,3.539999961853028,3.25,3.450000047683716,3.450000047683716,31500,SSNT,0,1,0,0,1,2
25206,2023-10-11,0.8700000047683716,0.8700000047683716,0.7799999713897705,0.8199999928474426,0.8199999928474426,117600,CGEN,1,0,0,0,1,2
9061,2023-12-22,7.739999771118164,8.800000190734863,7.284999847412109,8.369999885559082,8.369999885559082,10133000,IREN,0,1,0,1,0,2
9046,2023-12-01,5.110000133514404,5.710000038146973,4.880000114440918,5.570000171661377,5.570000171661377,5641000,IREN,0,1,0,1,0,2
9050,2023-12-07,5.349999904632568,6.119999885559082,5.210000038146973,5.809999942779541,5.809999942779541,4414100,IREN,0,1,0,1,0,2
9052,2023-12-11,5.639999866485596,5.670000076293945,4.940000057220459,5.010000228881836,5.010000228881836,4626700,IREN,0,1,0,0,1,2
19154,2023-10-20,3.2699999809265137,3.2699999809265137,3.220000028610229,3.240000009536743,3.240000009536743,6600,SSNT,1,0,0,0,1,2
19155,2023-10-23,3.240000009536743,3.25,3.200000047683716,3.220000028610229,3.220000028610229,6200,SSNT,1,0,0,0,1,2
19156,2023-10-24,3.25,3.309999942779541,3.140000104904175,3.190000057220459,3.190000057220459,14500,SSNT,1,0,0,0,1,2
19157,2023-10-25,3.2300000190734863,3.2300000190734863,3.190000057220459,3.190000057220459,3.190000057220459,13400,SSNT,1,0,0,0,1,2
25261,2023-12-29,1.7999999523162842,2.0,1.75,1.9800000190734863,1.9800000190734863,1642800,CGEN,0,1,0,1,0,2
2301,2023-12-13,0.8299999833106995,0.8773000240325928,0.8299999833106995,0.8299999833106995,0.8299999833106995,19549,LINRF,1,1,0,0,0,2
2287,2023-11-22,0.9399999976158142,0.9399999976158142,0.9399999976158142,0.9399999976158142,0.9399999976158142,1050,LINRF,1,1,0,0,0,2
2288,2023-11-24,0.9248999953269958,0.9300000071525574,0.9248999953269958,0.9300000071525574,0.9300000071525574,21060,LINRF,1,1,0,0,0,2
2290,2023-11-28,0.9227499961853028,0.948099970817566,0.8999999761581421,0.8999999761581421,0.8999999761581421,9789,LINRF,1,1,0,0,0,2
2309,2023-12-26,1.065000057220459,1.100000023841858,1.065000057220459,1.100000023841858,1.100000023841858,9473,LINRF,0,1,0,0,1,2
2295,2023-12-05,0.852400004863739,0.8536999821662903,0.8126500248908997,0.8500000238418579,0.8500000238418579,39250,LINRF,1,1,0,0,0,2
25226,2023-11-08,0.7099999785423279,0.7099999785423279,0.6000000238418579,0.6399999856948853,0.6399999856948853,342100,CGEN,0,1,0,0,1,2
9072,2024-01-10,5.96999979019165,6.679999828338623,5.78000020980835,6.449999809265137,6.449999809265137,3789200,IREN,0,0,0,1,1,2
9062,2023-12-26,8.335000038146973,8.970000267028809,8.1899995803833,8.789999961853027,8.789999961853027,5778100,IREN,0,1,0,1,0,2
9031,2023-11-09,3.369999885559082,3.490000009536743,2.950000047683716,2.970000028610229,2.970000028610229,2733900,IREN,0,1,0,0,1,2
9032,2023-11-10,3.0299999713897705,3.069999933242798,2.809999942779541,2.9600000381469727,2.9600000381469727,1602800,IREN,0,1,0,0,1,2
9033,2023-11-13,2.950000047683716,3.0199999809265137,2.789999961853028,2.990000009536743,2.990000009536743,1233300,IREN,1,0,0,0,1,2
9034,2023-11-14,3.069999933242798,3.0999999046325684,2.8399999141693115,2.9100000858306885,2.9100000858306885,1187200,IREN,1,0,0,0,1,2
9088,2023-10-04,0.5699999928474426,0.5699999928474426,0.5699999928474426,0.5699999928474426,0.5699999928474426,16000,FDMIF,1,0,0,0,1,2
25260,2023-12-28,1.7300000190734863,1.840000033378601,1.7100000381469729,1.7799999713897705,1.7799999713897705,772400,CGEN,0,1,0,1,0,2
19119,2023-12-29,0.2980000078678131,0.2980000078678131,0.2980000078678131,0.2980000078678131,0.2980000078678131,0,SMGI,0,1,0,0,1,2
19120,2024-01-02,0.2259999960660934,0.2259999960660934,0.2259999960660934,0.2259999960660934,0.2259999960660934,63000,SMGI,0,1,0,0,1,2
19110,2023-12-15,0.2199999988079071,0.2199999988079071,0.209999993443489,0.209999993443489,0.209999993443489,10600,SMGI,0,1,0,0,1,2
9090,2023-10-06,0.6273999810218811,0.6499999761581421,0.6097999811172485,0.6259999871253967,0.6259999871253967,47335,FDMIF,1,0,0,0,1,2
9091,2023-10-09,0.6499999761581421,0.6499999761581421,0.6499999761581421,0.6499999761581421,0.6499999761581421,1000,FDMIF,1,0,0,0,1,2
9092,2023-10-10,0.6229000091552734,0.6499999761581421,0.6000000238418579,0.6000000238418579,0.6000000238418579,23550,FDMIF,1,0,0,0,1,2
9093,2023-10-11,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,5000,FDMIF,1,0,0,0,1,2
9070,2024-01-08,6.360000133514404,6.71999979019165,5.78000020980835,6.420000076293945,6.420000076293945,7622700,IREN,0,0,0,1,1,2
2315,2024-01-04,1.1399999856948853,1.3799999952316284,1.0299999713897705,1.0299999713897705,1.0299999713897705,10450,LINRF,0,1,0,0,1,2
2316,2024-01-05,1.100000023841858,1.100000023841858,1.0499999523162842,1.059999942779541,1.059999942779541,4428,LINRF,0,1,0,0,1,2
2279,2023-11-10,0.9800000190734864,0.9973999857902528,0.9399999976158142,0.9914399981498718,0.9914399981498718,22502,LINRF,1,1,0,0,0,2
2282,2023-11-15,1.0099999904632568,1.0099999904632568,0.9606000185012816,0.962000012397766,0.962000012397766,8050,LINRF,1,1,0,0,0,2
9063,2023-12-27,8.970000267028809,9.6899995803833,8.829999923706055,9.5600004196167,9.5600004196167,7588600,IREN,0,1,0,1,0,2
9065,2023-12-29,8.710000038146973,8.734999656677246,6.659999847412109,7.150000095367432,7.150000095367432,9779200,IREN,0,1,0,0,1,2
9066,2024-01-02,7.860000133514404,7.889999866485596,6.75,6.800000190734863,6.800000190734863,7081700,IREN,0,1,0,0,1,2
19118,2023-12-28,0.2980000078678131,0.2980000078678131,0.2980000078678131,0.2980000078678131,0.2980000078678131,0,SMGI,0,1,0,0,1,2
9148,2023-12-29,1.182800054550171,1.190000057220459,1.156000018119812,1.190000057220459,1.190000057220459,12052,FDMIF,0,1,0,0,1,2
9149,2024-01-02,1.1699999570846558,1.1699999570846558,1.059999942779541,1.0800000429153442,1.0800000429153442,30570,FDMIF,0,1,0,0,1,2
9134,2023-12-08,1.0,1.059999942779541,0.977500021457672,1.0022000074386597,1.0022000074386597,27221,FDMIF,0,1,0,0,1,2
9135,2023-12-11,1.0237300395965576,1.0237300395965576,0.9300000071525574,0.9300000071525574,0.9300000071525574,40685,FDMIF,0,1,0,0,1,2
9136,2023-12-12,0.9061999917030334,0.9061999917030334,0.8539999723434448,0.8910999894142151,0.8910999894142151,47995,FDMIF,0,1,0,0,1,2
9138,2023-12-14,0.9409000277519226,0.9706000089645386,0.930400013923645,0.9706000089645386,0.9706000089645386,8800,FDMIF,0,1,0,0,1,2
9151,2024-01-04,1.100000023841858,1.1299999952316284,1.100000023841858,1.118000030517578,1.118000030517578,18722,FDMIF,0,1,0,0,1,2
9144,2023-12-22,1.0499999523162842,1.2000000476837158,1.0499999523162842,1.159999966621399,1.159999966621399,56181,FDMIF,0,1,0,1,0,2
19104,2023-12-07,0.2240000069141388,0.2240000069141388,0.2240000069141388,0.2240000069141388,0.2240000069141388,500,SMGI,1,0,0,0,1,2
9120,2023-11-17,0.6488000154495239,0.6670500040054321,0.6299999952316284,0.6399999856948853,0.6399999856948853,23852,FDMIF,1,0,0,0,1,2
9121,2023-11-20,0.6202999949455261,0.6202999949455261,0.6000000238418579,0.6053000092506409,0.6053000092506409,37408,FDMIF,1,0,0,0,1,2
9122,2023-11-21,0.6328999996185303,0.6328999996185303,0.6328999996185303,0.6328999996185303,0.6328999996185303,7300,FDMIF,1,0,0,0,1,2
9123,2023-11-22,0.6899999976158142,0.6899999976158142,0.6653000116348267,0.6759999990463257,0.6759999990463257,31046,FDMIF,1,0,0,0,1,2
9117,2023-11-14,0.6499999761581421,0.7418000102043152,0.6238999962806702,0.6281200051307678,0.6281200051307678,250251,FDMIF,1,0,0,0,1,2
19113,2023-12-20,0.25,0.25,0.25,0.25,0.25,2500,SMGI,1,0,0,0,1,2
9118,2023-11-15,0.6287000179290771,0.6456000208854675,0.628000020980835,0.6290000081062317,0.6290000081062317,37402,FDMIF,1,0,0,0,1,2
19094,2023-11-22,0.2720000147819519,0.2800000011920929,0.2720000147819519,0.2800000011920929,0.2800000011920929,7400,SMGI,0,1,0,0,1,2
19101,2023-12-04,0.2349999994039535,0.2349999994039535,0.2349999994039535,0.2349999994039535,0.2349999994039535,0,SMGI,1,0,0,0,1,2
9105,2023-10-27,0.7253000140190125,0.7623999714851379,0.7253000140190125,0.7623999714851379,0.7623999714851379,5595,FDMIF,0,0,0,1,1,2
9106,2023-10-30,0.7427499890327454,0.7699999809265137,0.7250000238418579,0.7400000095367432,0.7400000095367432,42715,FDMIF,0,1,0,0,1,2
9094,2023-10-12,0.5728999972343445,0.5730000138282776,0.5728999972343445,0.5730000138282776,0.5730000138282776,13400,FDMIF,1,0,0,0,1,2
9098,2023-10-18,0.6299999952316284,0.6700000166893005,0.6299999952316284,0.6700000166893005,0.6700000166893005,21000,FDMIF,0,0,0,1,1,2
19102,2023-12-05,0.2800000011920929,0.2800000011920929,0.2800000011920929,0.2800000011920929,0.2800000011920929,1000,SMGI,1,0,0,0,1,2
19103,2023-12-06,0.2800000011920929,0.2800000011920929,0.2800000011920929,0.2800000011920929,0.2800000011920929,0,SMGI,1,0,0,0,1,2
2303,2023-12-15,0.9714999794960022,0.9714999794960022,0.9296000003814696,0.9296000003814696,0.9296000003814696,493,LINRF,0,1,0,0,1,2
2306,2023-12-20,1.100000023841858,1.1799999475479126,1.100000023841858,1.1699999570846558,1.1699999570846558,22273,LINRF,0,1,0,0,1,2
2307,2023-12-21,1.100000023841858,1.100000023841858,1.0299999713897705,1.065000057220459,1.065000057220459,38646,LINRF,0,1,0,0,1,2
25237,2023-11-24,0.6399999856948853,0.6800000071525574,0.6299999952316284,0.6399999856948853,0.6399999856948853,87400,CGEN,0,1,0,0,1,2
19105,2023-12-08,0.2240000069141388,0.2240000069141388,0.2240000069141388,0.2240000069141388,0.2240000069141388,0,SMGI,1,0,0,0,1,2
19107,2023-12-12,0.277999997138977,0.277999997138977,0.277999997138977,0.277999997138977,0.277999997138977,100,SMGI,0,1,0,0,1,2
19108,2023-12-13,0.2800000011920929,0.2800000011920929,0.2800000011920929,0.2800000011920929,0.2800000011920929,5000,SMGI,0,1,0,0,1,2
19109,2023-12-14,0.221000000834465,0.2249999940395355,0.209999993443489,0.209999993443489,0.209999993443489,3800,SMGI,0,1,0,0,1,2
2273,2023-11-02,1.0,1.024999976158142,1.0,1.0199999809265137,1.0199999809265137,2420,LINRF,1,0,0,1,0,2
2275,2023-11-06,1.100000023841858,1.1349999904632568,0.9700000286102296,1.1349999904632568,1.1349999904632568,7054,LINRF,1,0,0,0,1,2
2276,2023-11-07,1.2999999523162842,1.2999999523162842,1.125,1.125,1.125,8250,LINRF,1,1,0,0,0,2
2277,2023-11-08,1.0049999952316284,1.0499999523162842,1.0049999952316284,1.0149999856948853,1.0149999856948853,6050,LINRF,1,1,0,0,0,2
25246,2023-12-07,0.8100000023841858,0.8100000023841858,0.800000011920929,0.8100000023841858,0.8100000023841858,62300,CGEN,0,1,0,0,1,2
25247,2023-12-08,0.8999999761581421,0.8999999761581421,0.800000011920929,0.8399999737739563,0.8399999737739563,337800,CGEN,0,1,0,0,1,2
25248,2023-12-11,0.8299999833106995,0.8299999833106995,0.7799999713897705,0.7900000214576721,0.7900000214576721,139100,CGEN,0,1,0,0,1,2
25249,2023-12-12,0.8100000023841858,0.8100000023841858,0.7200000286102295,0.7699999809265137,0.7699999809265137,189800,CGEN,0,1,0,0,1,2
25244,2023-12-05,0.800000011920929,0.8299999833106995,0.7699999809265137,0.7900000214576721,0.7900000214576721,382400,CGEN,0,1,0,0,1,2
25232,2023-11-16,0.6200000047683716,0.6499999761581421,0.6100000143051147,0.6100000143051147,0.6100000143051147,156300,CGEN,1,0,0,0,1,2
25250,2023-12-13,0.75,0.7799999713897705,0.7300000190734863,0.7799999713897705,0.7799999713897705,128900,CGEN,0,1,0,0,1,2
25251,2023-12-14,0.7699999809265137,0.8100000023841858,0.75,0.7699999809265137,0.7699999809265137,211200,CGEN,0,1,0,0,1,2
25252,2023-12-15,0.7900000214576721,0.800000011920929,0.75,0.7599999904632568,0.7599999904632568,72300,CGEN,0,1,0,0,1,2
25253,2023-12-18,0.75,0.7699999809265137,0.7099999785423279,0.7300000190734863,0.7300000190734863,141200,CGEN,0,1,0,0,1,2
25238,2023-11-27,0.6399999856948853,0.6399999856948853,0.6200000047683716,0.6399999856948853,0.6399999856948853,161800,CGEN,0,1,0,0,1,2
25241,2023-11-30,0.6600000262260437,0.6700000166893005,0.6499999761581421,0.6600000262260437,0.6600000262260437,108200,CGEN,0,1,0,0,1,2
19086,2023-11-10,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,3000,SMGI,0,1,0,0,1,2
19087,2023-11-13,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,0,SMGI,0,1,0,0,1,2
19088,2023-11-14,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,0,SMGI,0,1,0,0,1,2
19089,2023-11-15,0.3179999887943268,0.3499999940395355,0.2460000067949295,0.3000000119209289,0.3000000119209289,23000,SMGI,0,1,0,0,1,2
19090,2023-11-16,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,2000,SMGI,0,1,0,0,1,2
19091,2023-11-17,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,0,SMGI,0,1,0,0,1,2
2184,2023-10-25,3.5,3.5199999809265137,3.3499999046325684,3.4200000762939453,3.4200000762939453,9400,ALAR,1,0,0,0,1,2
25242,2023-12-01,0.6600000262260437,0.7599999904632568,0.6600000262260437,0.699999988079071,0.699999988079071,308000,CGEN,0,1,0,0,1,2
9145,2023-12-26,1.2100000381469729,1.2100000381469729,1.1799999475479126,1.2000000476837158,1.2000000476837158,9184,FDMIF,0,1,0,1,0,2
9146,2023-12-27,1.2000000476837158,1.3300000429153442,1.2000000476837158,1.2999999523162842,1.2999999523162842,88894,FDMIF,0,1,0,1,0,2
9147,2023-12-28,1.350000023841858,1.3700000047683716,1.1799999475479126,1.2300000190734863,1.2300000190734863,169773,FDMIF,0,1,0,0,1,2
19079,2023-11-01,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,900,SMGI,0,1,0,0,1,2
19081,2023-11-03,0.2630000114440918,0.270000010728836,0.2630000114440918,0.270000010728836,0.270000010728836,2000,SMGI,0,1,0,0,1,2
19082,2023-11-06,0.3199999928474426,0.3199999928474426,0.3199999928474426,0.3199999928474426,0.3199999928474426,4500,SMGI,0,1,0,0,1,2
19083,2023-11-07,0.3199999928474426,0.3199999928474426,0.3199999928474426,0.3199999928474426,0.3199999928474426,0,SMGI,0,1,0,0,1,2
19084,2023-11-08,0.2800000011920929,0.2800000011920929,0.2599999904632568,0.2599999904632568,0.2599999904632568,12600,SMGI,0,1,0,0,1,2
9189,2023-10-30,0.0199999995529651,0.0199999995529651,0.0199999995529651,0.0199999995529651,0.0199999995529651,8000,DROR,0,1,0,0,1,2
19070,2023-10-19,0.3470000028610229,0.3470000028610229,0.2599999904632568,0.2599999904632568,0.2599999904632568,20100,SMGI,1,0,0,0,1,2
9213,2023-12-04,0.0234999991953372,0.0299999993294477,0.0199999995529651,0.0208999998867511,0.0208999998867511,65557,DROR,0,1,0,0,1,2
9205,2023-11-21,0.0140000004321336,0.0140000004321336,0.0140000004321336,0.0140000004321336,0.0140000004321336,0,DROR,1,0,0,0,1,2
9193,2023-11-03,0.0159000009298324,0.0195000004023313,0.0159000009298324,0.0195000004023313,0.0195000004023313,6000,DROR,0,0,0,1,1,2
18998,2023-11-03,0.0320000015199184,0.0320000015199184,0.0320000015199184,0.0320000015199184,0.0320000015199184,10000,NRPI,1,0,0,0,1,2
9206,2023-11-22,0.0170000009238719,0.0170000009238719,0.0170000009238719,0.0170000009238719,0.0170000009238719,200,DROR,1,0,0,0,1,2
9211,2023-11-30,0.0140000004321336,0.0140000004321336,0.0140000004321336,0.0140000004321336,0.0140000004321336,0,DROR,0,1,0,0,1,2
19073,2023-10-24,0.2899999916553497,0.2899999916553497,0.2899999916553497,0.2899999916553497,0.2899999916553497,3400,SMGI,1,0,0,0,1,2
19074,2023-10-25,0.2899999916553497,0.2899999916553497,0.2899999916553497,0.2899999916553497,0.2899999916553497,0,SMGI,1,0,0,0,1,2
19075,2023-10-26,0.2610000073909759,0.2610000073909759,0.2399999946355819,0.2399999946355819,0.2399999946355819,7900,SMGI,1,0,0,0,1,2
19077,2023-10-30,0.3300000131130218,0.3300000131130218,0.2800000011920929,0.2899999916553497,0.2899999916553497,54100,SMGI,1,0,0,0,1,2
